1,161600
4,40424
8,20814
16,10965
32,5852
64,3447
128,2012
256,1836
384,2345
512,1825
640,1856
768,1818
896,1815
1024,2140
1152,1865
1280,1867
1408,1793
1536,1968
1600,3245
,
Runtimes without pool,1835
,2186
,1710
,2325
,1611
,1884
